generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,nominalCheckpointFE,actualSnapshotFE,overshootFE,generation,formalOuterCycle,qRound,frontType,unobservableReason,solutionFingerprint,Cmax,TEC,TWC,atomicBoundary
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,776a5916aaccc4786428a9fb2d032bd3065c302b6279fe2505ad30833122ce41,953.1086694586079,126685.63124317903,371727.4889918338,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,6624a21cb93cad3e1fa4d80bac8f7a4f8ca784fe9c720c1536091112476627e9,960.9433205911126,125286.07544658481,379146.16664698184,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,f5d442c938f879e1658eb8cd1baed3277ced800151b0277fefa83d924fc1e34b,962.3750063798065,126679.42019200703,363448.3765934864,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,d71c366c73502c4ca5a465fbce2b14642e5d663df399c2062a417e8ac9a62d98,967.7993929384415,124787.85418225067,378652.84806516813,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,a171e0f0fdb3004ab888a9b636b4cedc97a8e78e0a49200522b67b398f027384,975.5866066977611,128028.79150809566,360470.97722871497,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,a78c1ed277c018f88178b483095b3c0d7e122379e20638bfbda67fd19a1b87d0,975.9294449695542,126072.18209660405,373029.54390963743,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,5d035f5c262a6721573b55d4eeca048acdd9ae34f13fed10b37b9ff29a8a926a,983.9258739782941,125903.04553382205,371732.8768152122,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,adf4b3e42e1d5ce4c8d84f90089018c76fb95a4fbc6c0062e456d40ded693006,990.7801456880088,127092.79442362618,360180.76752586616,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,6a3b0dfdc706c702a64afa6b6d331393ba233eec83ffbb5314d4f0fbf3459fa7,996.3637913199691,126122.93292578452,363268.7374145966,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,5e354b5f3c824200551e5314ee7b592e95d540167c63a2303d172693a7359a80,998.174522881259,124743.28774349048,367567.92251076736,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,42dfd124dcaf002a1fed973e8ab8c9897f36b9f94c99eb29ae6d70d2403a0f7a,1016.5580929112115,124136.5528553702,367191.1260665882,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,3b5ab38cdfe7df1fafffe52888449e47d192e5acb40b5e94537dbb81e2356b54,1026.7725063782734,126857.20775185936,362260.9472454526,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,6f6f3df82b98319a465856c3c1661d925f4b9734d69c7ad54915a2b051c931a5,1038.971140349468,125829.68332969371,365880.41404197505,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,928ed26e8ee5710920f1e0857d74b519a475057f1b6b977b01508a748a74cb30,1040.9636138374567,125748.13681792797,361882.8531173993,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,14fed2f389c8d82baaa49a82a41c307f4d089555d48b9099c6fb2347503d73c7,1043.1943501871278,123899.205966369,368089.02941388736,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,f886214e26980dac83281c586912b1daa6055b8d603b6938c7d718705c7bf80d,1053.5669212547816,123756.71985227976,379924.57745047915,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,62579cf569ccc65d61bef5b7861e88231f12048e0fdfc3e4e7ad5d021cbdc3aa,1059.8938487384285,123617.14464744448,372675.85853066586,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,01962670b48f74fc6dbef2226478355fc6be7455d7535c9848f5835ec083c660,1063.3337717358195,125029.69709737209,358378.09404686483,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,4be201b65ab290a32d47f323adc7be68bea1090f67e0a22decc55a0f29d5d33e,1065.9327222955824,123069.55482148612,371842.8415191597,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,ae672aa980b27ba07266e72ad00f85b0a8932e42565e866d5276e93e10b96060,1109.921403656333,124651.53584501798,366447.195699232,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,1bd8c1d3547d0997748c2b3014755977399ebfd35ce9b2d75fcfecd5fe49566b,1122.5606164505066,124430.10415125277,355146.0187178707,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,3fadb08a98b67217ce3cf8c2d22c6498797620fd75f1e87455fd457aa47b59fc,1157.7827462846135,123668.52111581451,364023.6838514059,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,3c57021171313f505689735766125cbda4e53fa306794d2c59ba409751337291,1160.0150254335022,122590.51118052157,371581.37013083143,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,a305d3c20d782201fd85c8250efbf7e3cbec9030e8cce8ba71470ee366109c81,1167.2436443375507,123787.35755541931,363508.72705987515,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,b957eaa2f4a828b01087281c1c326c4dfe94b8eed24f66e07d89c801fb7d9e92,1170.529274924393,123309.8757272044,367817.18274699035,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,1e88980559b3329937ec88c8da3352ac42aba3d437fc0f44087229953dc35a74,1201.9811534476087,122758.85242361917,364548.9473735299,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,09218ad005c90065f597a8d6a43f82db6053b916a782002411caaee61a16aa80,812.0892675864417,129605.39433567112,362126.9876097138,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,c93c90ef9f5a5c00a5c1efaa7ceb3946d58b67c622d4fa31793ac2dc1f9c7edd,812.2876671266498,129057.19985202223,366277.5009924699,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,a5d95bb1a0ea94b46166049e14af4b670f4c7c1540897fc7e0584639dbd24f8d,813.7685164854124,129737.25045742304,360116.2531606759,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,d9ca671ea08895578c99a1000ca142d698d4f53e4ff15ab566957dd6106f14a0,831.3085196152438,129291.26690246262,364917.0031861814,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,54a0452f6a40f1c1bfa0be8a85d258eeadc620501a490707be93ff8e6c74ca00,832.1950207761448,128886.57235509317,363485.274975982,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,434161fbbdd895581e1012a14237baa03109a8ee7945e1fefc31e2780f7d174b,847.0643491135526,128506.70539979357,368335.6935846991,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,2ab910affa2b0a617e8dfd45f70e5880300b8455f8a3b1204345508b902eca50,848.9472697128639,127896.8293724216,371106.6037913798,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,aed85ec732c23b9c03f9a072f05849c1723614cec3b51df624fb04dfa538fd72,853.6574262460449,128979.26444786014,361678.4403666102,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,ea89f21c13c9569ed1c3ec75bd94350f6cd5f9f7b46a32ebd5f7a7b37ac968aa,854.6876462925217,129538.19251644061,361067.2138635877,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,f61f94c454de57761db08925a5bdc120c11388233ec7684a967156d9247b0d67,855.6925100404061,130488.12286051887,356696.3868507621,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,f67e8354b1ce50151b484087cbbe4111ccbe70f74eef2935add2772f6b7faa97,879.8974304212951,127949.42827530735,370123.9429089871,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,34b85767abd4e688302643af335c1060f87821a4976195060935939e6018ab8c,880.7326199541216,128069.46453843462,367038.9928540076,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,1d291346d7c25e72ec04a9ac908c7aed405277263c517965584306c1e13dd0dc,882.0579373185153,128897.03200415749,363254.83746545104,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,d92d4e7e2bd89fe486b8ab339af6e49eec94346001ba84d419b4f03d744da9c6,884.3004848624981,128638.01047726054,363183.3477274471,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,d387e50b90fa451c37b5caf94c68424ffa81fe91c71b07354b5b938400194809,886.2756962133848,127605.34320880615,380678.9303160503,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,bfb9114c568f643398e140974280fc9c0a166478b391ba1b24bd59b47b1a1953,887.0880167280287,127926.14060371836,368602.02115603955,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,62db1dcc7a3dff947679c25a98c1b3a7d498b513e19c0ed76346580cfc58b830,889.9817299955323,128922.1466484997,360170.2297635493,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,f3b7b1a50ead123459177358ab4298f0812d48a31a2e3a653a8f80b261810750,895.023181367738,128266.69326126155,362876.3766654447,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,a900b7d6747c63bc8c79499754ac1cedaf58f94eb2fcd0866085f26d6037e09d,901.0507999766655,128809.80378101725,360794.04526041343,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,8bd619b3fbc7e1a75a6ae3b7c2907a2ec92f89e0b1cf0b5f5814275696888013,905.1756498255498,127889.55980188254,363596.06182922854,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,f8012420ee22a992fb1545614b53e28d4b640aa3c4f2fb39d986817d18ec7382,907.4659053046751,128204.4761735403,363594.1758007002,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
V35V3-A4-100_5_3_1-20260901-20k-ON-v1,818174B068717EE585A057F6B32775493337E4F567A87C6F1008822DD68F063,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,observedFullFront,NONE,142529e47b7c39ddef9c30e99136d872862f61f702a9666290f263530e2a09de,910.6942078014288,127714.64751887994,380635.80324285,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
